Model,Missing_Rate,Seeds,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,Loss(pred_m)
emt-dlfr,0.6,,"(60.16, 6.67)","(59.01, 8.39)","(59.65, 7.37)","(58.65, 9.05)","(24.64, 5.26)","(23.27, 4.29)","(132.08, 10.21)","(29.56, 12.36)","(156.91, 7.77)","(132.33, 10.5)"
emt-dlfr,0.7,,"(57.05, 3.23)","(56.45, 3.23)","(56.61, 3.51)","(56.17, 3.5)","(21.48, 3.54)","(21.09, 3.21)","(137.9, 2.83)","(24.27, 10.31)","(166.29, 5.82)","(137.79, 3.64)"
emt-dlfr,0.8,,"(58.26, 1.74)","(58.01, 1.91)","(58.28, 1.45)","(58.16, 1.64)","(21.77, 3.34)","(21.24, 2.97)","(139.05, 5.45)","(17.77, 8.83)","(168.38, 6.64)","(139.78, 5.64)"
emt-dlfr,0.9,,"(53.25, 3.66)","(48.5, 8.09)","(52.95, 5.1)","(48.34, 9.44)","(18.95, 3.22)","(18.71, 2.88)","(145.78, 5.86)","(10.33, 3.66)","(175.38, 4.43)","(146.04, 5.67)"
emt-dlfr,1.0,,"(52.38, 5.4)","(46.22, 13.14)","(51.93, 6.86)","(45.83, 14.69)","(15.69, 0.34)","(15.69, 0.34)","(141.17, 3.35)","(7.98, 0.29)","(172.12, 2.95)","(141.32, 3.33)"
emt-dlfr,AUC,,67.3,66.3,67.8,66.9,31.9,29.3,115.1,43.9,140.0,115.3
emt-dlfr,0.0,,"(82.6, 0.38)","(82.54, 0.33)","(84.4, 0.52)","(84.4, 0.48)","(51.41, 0.79)","(45.82, 1.45)","(71.4, 1.09)","(79.8, 0.33)","(71.85, 0.81)","(71.85, 0.81)"
emt-dlfr,0.1,,"(79.93, 0.18)","(79.92, 0.17)","(81.45, 0.31)","(81.5, 0.3)","(49.03, 0.54)","(44.07, 0.66)","(77.24, 0.2)","(76.22, 0.54)","(100.74, 0.89)","(77.4, 0.41)"
emt-dlfr,0.2,,"(79.01, 0.67)","(79.02, 0.66)","(80.18, 0.66)","(80.25, 0.64)","(44.07, 1.33)","(39.75, 1.22)","(86.0, 1.77)","(70.51, 0.48)","(110.33, 2.14)","(86.69, 1.95)"
emt-dlfr,0.3,,"(76.04, 0.42)","(75.97, 0.54)","(77.39, 0.38)","(77.38, 0.48)","(42.81, 0.07)","(38.53, 0.18)","(91.05, 0.46)","(65.67, 1.02)","(115.98, 1.02)","(91.36, 0.49)"
emt-dlfr,0.4,,"(72.74, 0.78)","(72.73, 0.85)","(73.37, 0.31)","(73.45, 0.4)","(39.12, 0.42)","(35.13, 0.43)","(102.12, 1.16)","(57.61, 0.34)","(127.26, 2.18)","(102.03, 1.05)"
emt-dlfr,0.5,,"(70.31, 0.42)","(70.35, 0.46)","(70.83, 0.31)","(70.97, 0.31)","(34.65, 0.55)","(31.0, 0.6)","(112.46, 1.32)","(50.11, 0.49)","(141.02, 1.7)","(112.41, 1.06)"
emt-dlfr,0.6,,"(67.49, 0.74)","(67.57, 0.74)","(67.73, 0.76)","(67.92, 0.76)","(33.58, 0.18)","(30.76, 0.31)","(121.02, 0.45)","(39.68, 0.78)","(149.28, 1.72)","(121.36, 1.72)"
emt-dlfr,0.7,,"(64.33, 1.13)","(64.33, 1.22)","(64.68, 1.43)","(64.8, 1.51)","(29.2, 0.48)","(26.72, 0.36)","(128.73, 1.41)","(36.39, 1.44)","(158.72, 1.86)","(128.94, 1.87)"
emt-dlfr,0.8,,"(62.54, 0.24)","(62.31, 0.52)","(62.25, 0.31)","(62.17, 0.58)","(26.53, 1.58)","(24.39, 1.72)","(134.94, 1.54)","(31.75, 1.52)","(165.1, 2.21)","(133.56, 1.61)"
emt-dlfr,0.9,,"(57.97, 1.01)","(57.67, 1.4)","(57.98, 1.13)","(57.81, 1.52)","(23.42, 0.9)","(22.59, 1.03)","(142.21, 2.4)","(20.99, 0.59)","(174.04, 1.88)","(141.46, 2.63)"
emt-dlfr,1.0,,"(54.03, 2.58)","(51.38, 5.62)","(53.56, 3.67)","(51.04, 6.65)","(17.35, 0.83)","(17.35, 0.83)","(143.5, 4.75)","(5.06, 0.38)","(176.56, 5.87)","(143.72, 5.19)"
emt-dlfr,AUC,,69.9,69.7,70.5,70.4,35.7,32.5,110.3,49.1,136.7,110.3
emt-dlfr,0.0,,"(51.8, 5.14)","(45.94, 13.01)","(50.71, 6.2)","(44.94, 14.17)","(18.32, 1.82)","(18.08, 1.66)","(144.49, 1.56)","(13.06, 0.4)","(144.19, 1.89)","(144.19, 1.89)"
emt-dlfr,0.1,,"(61.47, 6.76)","(61.26, 6.94)","(61.13, 7.06)","(61.06, 7.21)","(24.35, 8.3)","(22.89, 6.44)","(127.11, 14.53)","(34.56, 19.22)","(146.17, 15.08)","(127.65, 14.45)"
emt-dlfr,0.2,,"(59.91, 8.57)","(58.88, 9.47)","(60.11, 9.94)","(59.23, 10.8)","(22.35, 5.66)","(21.53, 4.79)","(133.31, 15.33)","(27.69, 17.64)","(151.72, 13.94)","(133.18, 14.92)"
emt-dlfr,0.3,,"(60.16, 8.9)","(59.58, 9.3)","(59.81, 9.67)","(59.39, 10.0)","(20.36, 5.2)","(19.92, 4.58)","(132.16, 11.61)","(31.14, 16.01)","(152.59, 10.73)","(132.03, 11.39)"
emt-dlfr,0.4,,"(55.2, 2.27)","(54.38, 3.47)","(54.47, 2.77)","(53.83, 3.94)","(18.22, 0.66)","(18.22, 0.66)","(140.68, 4.53)","(17.78, 1.95)","(160.63, 3.83)","(140.8, 4.18)"
emt-dlfr,0.5,,"(56.85, 5.47)","(55.44, 5.81)","(56.56, 6.82)","(55.35, 7.13)","(20.89, 3.87)","(20.31, 3.19)","(137.36, 8.37)","(23.31, 7.59)","(157.83, 8.14)","(137.96, 7.87)"
emt-dlfr,0.6,,"(54.27, 0.36)","(52.89, 0.74)","(53.1, 0.56)","(51.92, 0.87)","(17.01, 1.62)","(16.96, 1.57)","(141.59, 1.04)","(17.14, 5.1)","(163.32, 0.15)","(141.64, 0.65)"
emt-dlfr,0.7,,"(51.12, 0.48)","(47.56, 3.53)","(49.49, 0.97)","(46.17, 4.02)","(16.67, 0.37)","(16.62, 0.36)","(147.31, 2.04)","(13.91, 3.99)","(169.96, 2.26)","(147.68, 1.58)"
emt-dlfr,0.8,,"(52.77, 6.22)","(46.17, 12.05)","(51.17, 6.81)","(44.66, 12.74)","(17.35, 3.53)","(16.86, 2.86)","(147.01, 2.02)","(17.97, 6.28)","(170.67, 2.32)","(147.16, 1.72)"
emt-dlfr,0.9,,"(48.5, 3.33)","(39.42, 9.92)","(46.75, 3.92)","(37.7, 10.66)","(16.38, 0.42)","(16.38, 0.42)","(147.14, 4.28)","(9.35, 1.3)","(173.37, 5.66)","(147.45, 4.48)"
emt-dlfr,1.0,,"(50.34, 4.11)","(43.22, 11.34)","(48.83, 4.94)","(41.81, 12.28)","(15.74, 0.12)","(15.74, 0.12)","(145.78, 2.37)","(7.92, 1.03)","(172.33, 1.85)","(145.58, 1.94)"
emt-dlfr,AUC,,55.1,52.0,54.2,51.3,19.1,18.7,139.9,20.3,160.5,140.0
emt-dlfr,0.0,,"(82.6, 0.25)","(82.52, 0.27)","(84.5, 0.26)","(84.48, 0.22)","(50.87, 0.24)","(44.41, 0.14)","(72.1, 0.22)","(79.51, 0.33)","(72.08, 0.32)","(72.08, 0.32)"
emt-dlfr,0.1,,"(80.66, 0.66)","(80.58, 0.57)","(82.37, 0.95)","(82.35, 0.85)","(49.42, 2.3)","(43.54, 2.05)","(77.76, 1.61)","(75.77, 0.36)","(100.09, 1.45)","(77.52, 1.8)"
emt-dlfr,0.2,,"(77.45, 0.54)","(77.49, 0.52)","(78.91, 0.63)","(79.01, 0.61)","(43.73, 0.86)","(39.02, 0.73)","(88.51, 1.61)","(69.33, 0.47)","(111.55, 1.52)","(88.58, 1.68)"
emt-dlfr,0.3,,"(74.98, 0.69)","(75.04, 0.68)","(75.86, 0.9)","(76.0, 0.89)","(38.0, 1.5)","(34.16, 1.24)","(97.3, 2.31)","(63.36, 0.06)","(120.95, 3.44)","(97.12, 2.08)"
emt-dlfr,0.4,,"(71.77, 1.08)","(71.84, 1.08)","(72.36, 1.26)","(72.52, 1.24)","(35.23, 1.37)","(30.95, 0.77)","(106.83, 0.93)","(54.62, 0.35)","(132.68, 1.1)","(106.98, 0.6)"
emt-dlfr,0.5,,"(67.54, 2.16)","(67.28, 2.36)","(67.79, 2.37)","(67.64, 2.59)","(28.62, 0.7)","(26.04, 0.6)","(122.65, 6.57)","(47.45, 1.99)","(149.32, 6.49)","(122.58, 6.71)"
emt-dlfr,0.6,,"(64.77, 0.34)","(64.67, 0.42)","(64.48, 0.33)","(64.52, 0.38)","(25.56, 2.34)","(23.57, 1.49)","(133.01, 2.79)","(35.7, 0.89)","(160.88, 3.23)","(133.43, 3.43)"
emt-dlfr,0.7,,"(60.54, 3.22)","(59.74, 4.09)","(60.26, 3.4)","(59.58, 4.29)","(25.56, 1.58)","(24.15, 1.53)","(141.42, 9.34)","(30.67, 3.45)","(170.05, 9.74)","(141.94, 9.03)"
emt-dlfr,0.8,,"(59.72, 1.5)","(59.41, 1.26)","(59.35, 1.3)","(59.2, 1.1)","(21.86, 0.86)","(20.75, 0.56)","(140.17, 4.42)","(26.29, 3.59)","(169.77, 3.96)","(140.27, 3.71)"
emt-dlfr,0.9,,"(54.52, 1.19)","(54.1, 1.71)","(54.32, 1.77)","(54.06, 2.27)","(17.25, 1.9)","(17.25, 1.9)","(141.86, 3.6)","(10.88, 3.05)","(171.75, 4.31)","(141.58, 3.54)"
emt-dlfr,1.0,,"(54.86, 2.05)","(54.24, 2.43)","(54.47, 2.72)","(54.02, 3.05)","(16.37, 0.48)","(16.37, 0.48)","(142.55, 2.51)","(7.35, 1.96)","(172.97, 5.92)","(142.56, 3.02)"
emt-dlfr,AUC,,68.1,67.9,68.5,68.4,31.9,29.0,115.7,45.8,141.0,115.7
emt-dlfr,0.0,,"(82.46, 0.36)","(82.37, 0.27)","(84.4, 0.71)","(84.38, 0.63)","(51.75, 1.97)","(45.48, 1.15)","(71.4, 1.24)","(79.57, 0.37)","(71.62, 1.22)","(71.62, 1.22)"
emt-dlfr,0.1,,"(80.9, 0.93)","(80.8, 0.97)","(82.72, 0.79)","(82.69, 0.82)","(47.96, 0.67)","(42.91, 0.7)","(78.64, 2.19)","(75.42, 0.95)","(101.51, 3.04)","(78.68, 2.29)"
emt-dlfr,0.2,,"(77.7, 0.67)","(77.73, 0.65)","(79.17, 0.71)","(79.27, 0.69)","(43.73, 2.15)","(39.41, 1.79)","(88.26, 1.8)","(68.8, 0.43)","(111.13, 2.32)","(88.2, 1.85)"
emt-dlfr,0.3,,"(74.98, 1.4)","(75.01, 1.38)","(75.86, 1.58)","(75.98, 1.56)","(39.02, 2.37)","(35.18, 2.12)","(97.57, 4.96)","(63.15, 1.6)","(121.68, 5.06)","(97.63, 4.76)"
emt-dlfr,0.4,,"(71.57, 0.97)","(71.59, 0.94)","(72.11, 1.31)","(72.21, 1.25)","(35.95, 0.56)","(32.27, 0.18)","(108.03, 1.03)","(54.17, 0.89)","(133.77, 0.6)","(108.41, 0.45)"
emt-dlfr,0.5,,"(69.78, 0.54)","(69.82, 0.53)","(70.53, 0.52)","(70.67, 0.5)","(28.91, 1.22)","(27.26, 1.07)","(115.9, 2.02)","(47.74, 1.71)","(143.77, 2.25)","(116.35, 2.03)"
emt-dlfr,0.6,,"(66.38, 1.01)","(66.41, 1.0)","(66.51, 1.04)","(66.66, 1.01)","(27.12, 0.31)","(25.17, 0.27)","(127.55, 2.1)","(35.85, 2.23)","(154.61, 2.33)","(127.43, 2.28)"
emt-dlfr,0.7,,"(59.96, 1.91)","(59.79, 1.96)","(60.42, 2.17)","(60.37, 2.24)","(25.12, 0.48)","(24.15, 0.88)","(133.65, 4.6)","(30.58, 3.76)","(161.76, 4.01)","(133.27, 4.81)"
emt-dlfr,0.8,,"(61.13, 0.9)","(60.83, 1.03)","(60.62, 1.01)","(60.48, 1.13)","(24.54, 0.3)","(23.42, 0.45)","(141.05, 1.87)","(25.72, 0.63)","(170.41, 2.57)","(140.63, 2.23)"
emt-dlfr,0.9,,"(54.03, 1.37)","(53.18, 1.61)","(53.41, 1.45)","(52.72, 1.68)","(18.46, 1.67)","(18.03, 1.25)","(148.25, 6.88)","(12.65, 2.63)","(178.45, 6.51)","(148.61, 7.08)"
emt-dlfr,1.0,,"(55.78, 0.07)","(55.8, 0.01)","(55.59, 0.14)","(55.77, 0.2)","(16.71, 0.73)","(16.71, 0.73)","(142.17, 0.3)","(7.7, 1.01)","(171.93, 4.4)","(141.89, 0.91)"
emt-dlfr,AUC,,68.6,68.4,69.1,69.1,32.5,29.9,114.6,45.8,139.9,114.6
emt-dlfr,0.0,,"(82.51, 0.63)","(82.44, 0.54)","(84.4, 0.8)","(84.4, 0.72)","(50.73, 1.21)","(44.26, 0.91)","(73.03, 1.75)","(79.08, 0.7)","(73.16, 1.84)","(73.16, 1.84)"
emt-dlfr,0.1,,"(80.22, 0.36)","(80.2, 0.37)","(81.81, 0.36)","(81.85, 0.36)","(48.49, 1.34)","(43.34, 0.97)","(78.73, 1.01)","(75.36, 0.32)","(101.52, 2.06)","(78.57, 0.95)"
emt-dlfr,0.2,,"(78.08, 0.18)","(78.12, 0.18)","(79.32, 0.4)","(79.42, 0.37)","(42.42, 0.47)","(37.37, 0.84)","(90.7, 1.28)","(69.2, 0.76)","(114.31, 2.18)","(90.59, 1.21)"
emt-dlfr,0.3,,"(74.83, 0.48)","(74.87, 0.45)","(75.86, 0.8)","(75.98, 0.76)","(39.46, 1.96)","(35.47, 1.6)","(96.62, 1.87)","(63.79, 0.28)","(120.98, 1.69)","(96.54, 1.64)"
emt-dlfr,0.4,,"(70.94, 0.89)","(70.87, 0.82)","(71.6, 0.73)","(71.63, 0.66)","(35.47, 3.44)","(32.12, 2.65)","(107.86, 3.72)","(53.85, 0.43)","(133.58, 3.48)","(107.94, 3.05)"
emt-dlfr,0.5,,"(68.66, 0.36)","(68.5, 0.38)","(69.46, 0.75)","(69.43, 0.63)","(29.06, 2.01)","(26.92, 0.99)","(117.74, 2.21)","(47.72, 0.34)","(145.39, 3.37)","(117.62, 1.29)"
emt-dlfr,0.6,,"(65.02, 2.48)","(64.76, 2.93)","(64.74, 3.09)","(64.63, 3.49)","(25.17, 2.04)","(24.05, 2.03)","(130.19, 6.64)","(36.85, 2.66)","(159.03, 6.12)","(131.08, 6.41)"
emt-dlfr,0.7,,"(61.71, 3.68)","(61.43, 4.05)","(61.74, 4.25)","(61.59, 4.58)","(23.13, 5.0)","(22.16, 4.28)","(134.44, 7.14)","(27.47, 10.63)","(162.26, 6.84)","(133.76, 6.68)"
emt-dlfr,0.8,,"(53.74, 6.94)","(46.32, 14.08)","(52.44, 7.94)","(45.07, 15.15)","(20.6, 3.38)","(19.97, 2.61)","(145.74, 5.2)","(20.56, 9.41)","(176.71, 6.42)","(145.89, 5.56)"
emt-dlfr,0.9,,"(52.92, 4.0)","(51.07, 6.38)","(52.59, 4.97)","(50.88, 7.33)","(17.69, 1.43)","(17.64, 1.49)","(144.75, 8.08)","(10.89, 2.79)","(172.97, 6.91)","(144.13, 8.02)"
emt-dlfr,1.0,,"(53.55, 2.92)","(52.11, 4.93)","(52.8, 3.5)","(51.53, 5.5)","(16.33, 0.12)","(16.33, 0.12)","(144.85, 3.59)","(7.66, 1.25)","(175.93, 2.03)","(144.98, 3.92)"
emt-dlfr,AUC,,67.4,66.3,67.8,66.8,31.5,28.9,115.6,44.9,141.1,115.5
emt-dlfr,0.0,,"(83.24, 0.78)","(83.16, 0.79)","(85.11, 0.83)","(85.09, 0.81)","(52.62, 2.18)","(46.11, 1.73)","(71.46, 1.39)","(79.74, 0.66)","(71.47, 1.15)","(71.47, 1.15)"
emt-dlfr,0.1,,"(80.32, 1.06)","(80.31, 1.02)","(81.96, 1.23)","(82.02, 1.18)","(47.42, 0.86)","(42.13, 0.86)","(79.73, 1.42)","(75.29, 0.6)","(102.33, 1.63)","(79.67, 1.64)"
emt-dlfr,0.2,,"(77.94, 1.0)","(77.98, 0.98)","(79.22, 0.93)","(79.32, 0.91)","(43.25, 0.55)","(37.9, 0.52)","(89.66, 0.68)","(68.85, 0.25)","(112.55, 0.41)","(89.44, 0.92)"
emt-dlfr,0.3,,"(73.57, 1.33)","(73.48, 1.48)","(73.98, 1.75)","(74.0, 1.87)","(36.74, 3.24)","(33.19, 2.62)","(101.88, 4.91)","(63.35, 1.38)","(125.61, 4.6)","(101.22, 4.72)"
emt-dlfr,0.4,,"(72.64, 1.11)","(72.61, 1.17)","(73.27, 1.13)","(73.33, 1.14)","(34.79, 1.38)","(31.15, 1.28)","(106.55, 2.01)","(55.18, 0.37)","(131.56, 1.94)","(106.43, 2.32)"
emt-dlfr,0.5,,"(69.68, 0.52)","(69.74, 0.52)","(70.43, 0.25)","(70.58, 0.25)","(30.42, 1.72)","(28.72, 1.34)","(115.62, 1.11)","(48.34, 0.47)","(143.39, 2.59)","(116.12, 2.03)"
emt-dlfr,0.6,,"(66.28, 0.38)","(66.37, 0.38)","(66.31, 0.33)","(66.51, 0.32)","(27.99, 0.86)","(25.85, 0.84)","(127.53, 4.03)","(37.03, 2.52)","(154.34, 3.16)","(127.36, 3.86)"
emt-dlfr,0.7,,"(61.32, 1.82)","(61.29, 1.77)","(61.48, 1.98)","(61.58, 1.93)","(25.17, 3.22)","(24.2, 3.0)","(131.96, 4.54)","(31.54, 4.35)","(160.5, 5.33)","(131.88, 5.23)"
emt-dlfr,0.8,,"(59.28, 2.0)","(58.28, 2.8)","(58.54, 2.25)","(57.72, 3.08)","(23.18, 1.34)","(22.16, 1.06)","(140.88, 3.6)","(27.09, 2.79)","(171.77, 3.63)","(140.76, 4.11)"
emt-dlfr,0.9,,"(51.94, 3.47)","(46.35, 9.29)","(50.51, 4.27)","(45.07, 10.16)","(17.59, 0.67)","(17.49, 0.78)","(145.42, 3.71)","(11.11, 3.04)","(176.17, 2.79)","(145.22, 2.89)"
emt-dlfr,1.0,,"(55.78, 1.24)","(55.39, 1.34)","(55.69, 1.9)","(55.45, 1.95)","(15.99, 0.49)","(15.99, 0.49)","(142.85, 2.02)","(6.51, 1.38)","(173.56, 4.53)","(142.75, 1.82)"
emt-dlfr,AUC,,68.2,67.6,68.6,68.0,32.1,29.4,114.6,46.1,140.1,114.5
emt-dlfr,0.0,,"(82.51, 0.21)","(82.41, 0.11)","(84.4, 0.62)","(84.38, 0.54)","(52.28, 2.8)","(45.53, 2.45)","(72.06, 1.38)","(79.54, 0.23)","(72.23, 1.28)","(72.23, 1.28)"
emt-dlfr,0.1,,"(80.71, 0.25)","(80.66, 0.24)","(82.32, 0.37)","(82.33, 0.36)","(49.12, 0.54)","(43.58, 0.52)","(77.06, 0.54)","(76.0, 0.24)","(99.86, 0.59)","(77.37, 0.71)"
emt-dlfr,0.2,,"(76.77, 1.08)","(76.77, 1.08)","(77.9, 1.83)","(77.97, 1.82)","(40.43, 3.45)","(36.05, 2.66)","(92.93, 6.25)","(68.12, 1.8)","(116.66, 7.05)","(93.05, 6.3)"
emt-dlfr,0.3,,"(74.97, 0.61)","(75.02, 0.62)","(76.07, 0.66)","(76.19, 0.66)","(38.14, 2.05)","(34.45, 1.75)","(97.62, 0.96)","(62.84, 0.4)","(122.05, 0.63)","(97.8, 0.84)"
emt-dlfr,0.4,,"(72.26, 1.03)","(72.14, 0.83)","(73.02, 1.49)","(72.99, 1.3)","(36.34, 1.19)","(32.21, 1.17)","(106.83, 2.8)","(54.41, 1.44)","(133.43, 2.16)","(107.07, 2.92)"
emt-dlfr,0.5,,"(69.53, 0.24)","(69.48, 0.31)","(70.78, 0.52)","(70.84, 0.41)","(28.52, 0.28)","(27.07, 0.14)","(116.6, 2.14)","(45.95, 0.53)","(144.55, 0.62)","(117.4, 1.62)"
emt-dlfr,0.6,,"(64.58, 0.6)","(64.61, 0.56)","(64.84, 0.56)","(64.98, 0.51)","(28.67, 2.01)","(26.87, 1.62)","(125.94, 3.06)","(37.55, 1.51)","(153.62, 2.56)","(126.15, 2.96)"
emt-dlfr,0.7,,"(63.17, 0.77)","(63.16, 0.76)","(63.82, 0.52)","(63.93, 0.52)","(26.53, 0.52)","(24.93, 0.48)","(131.22, 3.25)","(30.98, 1.99)","(159.24, 4.22)","(131.23, 4.3)"
emt-dlfr,0.8,,"(60.74, 0.61)","(60.36, 0.78)","(60.21, 0.87)","(60.01, 1.14)","(24.49, 1.49)","(23.13, 1.04)","(140.18, 1.04)","(27.4, 2.37)","(169.76, 1.05)","(140.3, 0.77)"
emt-dlfr,0.9,,"(52.04, 4.84)","(45.69, 12.12)","(51.47, 6.24)","(45.21, 13.55)","(16.47, 1.09)","(16.47, 1.09)","(147.4, 7.39)","(8.23, 1.2)","(177.75, 7.33)","(147.28, 6.73)"
emt-dlfr,1.0,,"(56.51, 0.88)","(56.46, 0.71)","(56.66, 1.11)","(56.74, 0.94)","(16.23, 0.65)","(16.23, 0.65)","(141.13, 2.51)","(6.91, 0.78)","(172.44, 2.87)","(141.51, 2.11)"
emt-dlfr,AUC,,68.4,67.7,69.1,68.5,32.3,29.6,114.2,45.5,139.9,114.5
emt-dlfr,0.0,,"(82.75, 0.6)","(82.67, 0.6)","(84.66, 0.63)","(84.63, 0.62)","(50.63, 1.41)","(43.98, 0.99)","(72.14, 0.19)","(79.09, 0.33)","(72.34, 0.2)","(72.34, 0.2)"
emt-dlfr,0.1,,"(81.1, 0.25)","(81.05, 0.21)","(82.62, 0.43)","(82.64, 0.39)","(48.73, 0.79)","(43.63, 0.38)","(77.55, 0.23)","(75.76, 0.44)","(98.16, 0.91)","(77.12, 0.51)"
emt-dlfr,0.2,,"(77.36, 0.77)","(77.41, 0.77)","(78.31, 0.58)","(78.43, 0.58)","(40.67, 0.83)","(36.05, 0.7)","(91.6, 1.13)","(68.68, 0.8)","(114.48, 1.83)","(91.64, 1.11)"
emt-dlfr,0.3,,"(74.83, 0.86)","(74.72, 1.0)","(76.32, 0.52)","(76.3, 0.62)","(40.33, 1.26)","(35.71, 0.97)","(94.99, 0.28)","(63.03, 0.73)","(120.25, 1.79)","(95.09, 0.39)"
emt-dlfr,0.4,,"(71.91, 0.61)","(71.81, 0.68)","(73.02, 0.57)","(73.0, 0.58)","(37.17, 0.86)","(32.8, 0.32)","(103.58, 1.33)","(55.77, 0.21)","(129.45, 1.45)","(103.92, 1.61)"
emt-dlfr,0.5,,"(70.31, 0.42)","(70.32, 0.44)","(70.78, 0.71)","(70.88, 0.68)","(29.83, 2.05)","(27.79, 1.12)","(115.57, 2.25)","(48.65, 1.34)","(143.86, 2.95)","(116.21, 2.54)"
emt-dlfr,0.6,,"(64.87, 1.41)","(64.88, 1.4)","(64.99, 1.65)","(65.12, 1.62)","(26.34, 0.54)","(25.02, 0.56)","(127.3, 1.48)","(37.92, 3.15)","(154.22, 1.22)","(126.61, 1.89)"
emt-dlfr,0.7,,"(63.26, 0.78)","(63.36, 0.78)","(63.87, 0.76)","(64.08, 0.76)","(26.87, 1.13)","(25.17, 0.77)","(133.19, 1.01)","(31.88, 2.66)","(162.01, 1.19)","(133.38, 0.24)"
emt-dlfr,0.8,,"(58.36, 3.25)","(57.67, 3.51)","(57.62, 3.39)","(57.11, 3.65)","(19.92, 3.13)","(19.29, 2.63)","(140.16, 4.09)","(22.6, 6.81)","(168.93, 2.55)","(140.17, 3.94)"
emt-dlfr,0.9,,"(51.46, 3.66)","(45.9, 10.39)","(50.3, 4.7)","(44.87, 11.46)","(16.96, 2.15)","(16.96, 2.15)","(144.13, 2.12)","(8.29, 7.06)","(173.83, 2.28)","(143.91, 2.19)"
emt-dlfr,1.0,,"(55.54, 1.14)","(55.26, 1.54)","(55.29, 1.68)","(55.17, 2.07)","(16.23, 0.96)","(16.23, 0.96)","(141.87, 3.21)","(7.56, 1.03)","(173.33, 1.99)","(141.7, 2.27)"
emt-dlfr,AUC,,68.3,67.6,68.8,68.2,32.0,29.3,113.5,45.6,138.8,113.5
emt-dlfr,0.0,,"(82.85, 0.66)","(82.78, 0.66)","(84.75, 0.54)","(84.74, 0.54)","(51.12, 2.08)","(44.56, 1.45)","(72.18, 0.82)","(79.46, 0.57)","(72.36, 0.7)","(72.36, 0.7)"
emt-dlfr,0.1,,"(80.12, 0.73)","(80.08, 0.65)","(81.71, 0.94)","(81.73, 0.87)","(47.71, 1.79)","(42.52, 1.04)","(78.15, 2.46)","(76.19, 0.27)","(101.05, 3.73)","(78.21, 3.03)"
emt-dlfr,0.2,,"(77.26, 0.21)","(77.28, 0.18)","(78.51, 0.5)","(78.6, 0.47)","(43.0, 0.78)","(38.14, 0.6)","(89.26, 0.7)","(69.05, 0.38)","(111.67, 1.08)","(88.87, 0.91)"
emt-dlfr,0.3,,"(73.96, 0.42)","(73.97, 0.43)","(74.9, 0.69)","(75.0, 0.68)","(37.76, 1.49)","(34.06, 1.68)","(99.81, 5.18)","(62.34, 1.09)","(124.18, 5.74)","(100.17, 5.33)"
emt-dlfr,0.4,,"(71.57, 1.06)","(71.63, 1.06)","(72.41, 1.11)","(72.55, 1.1)","(34.79, 2.32)","(31.05, 2.02)","(107.96, 2.38)","(54.26, 0.59)","(133.58, 2.71)","(108.23, 2.7)"
emt-dlfr,0.5,,"(68.9, 0.25)","(68.96, 0.27)","(69.82, 0.43)","(69.97, 0.43)","(28.23, 1.73)","(26.63, 1.22)","(120.19, 2.35)","(46.03, 0.36)","(149.03, 2.75)","(120.96, 2.75)"
emt-dlfr,0.6,,"(64.82, 2.0)","(64.82, 2.03)","(64.89, 2.43)","(65.02, 2.45)","(26.77, 0.69)","(25.17, 1.24)","(129.22, 4.84)","(36.48, 2.49)","(157.99, 3.35)","(129.55, 4.86)"
emt-dlfr,0.7,,"(63.36, 1.79)","(63.24, 1.85)","(63.31, 1.89)","(63.33, 1.95)","(24.3, 0.45)","(22.79, 0.61)","(135.98, 4.65)","(31.38, 2.24)","(164.06, 3.65)","(136.04, 4.07)"
emt-dlfr,0.8,,"(58.11, 2.95)","(57.41, 2.58)","(57.37, 2.85)","(56.85, 2.49)","(20.46, 3.14)","(19.58, 2.51)","(142.51, 2.02)","(21.12, 9.47)","(172.99, 2.88)","(142.2, 2.13)"
emt-dlfr,0.9,,"(54.71, 2.31)","(53.59, 3.8)","(54.12, 3.06)","(53.18, 4.51)","(18.9, 1.42)","(18.85, 1.38)","(141.05, 5.2)","(14.09, 3.96)","(170.64, 5.45)","(140.95, 4.89)"
emt-dlfr,1.0,,"(55.54, 1.14)","(55.26, 1.54)","(55.29, 1.68)","(55.17, 2.07)","(16.23, 0.96)","(16.23, 0.96)","(141.87, 3.21)","(7.56, 1.03)","(173.33, 1.99)","(141.7, 2.27)"
emt-dlfr,AUC,,68.2,68.0,68.7,68.6,31.6,28.9,115.1,45.4,140.8,115.2
emt-dlfr,0.0,,"(81.68, 1.0)","(81.64, 0.92)","(83.44, 1.17)","(83.45, 1.1)","(51.17, 0.9)","(44.46, 0.41)","(74.29, 2.44)","(78.5, 0.36)","(75.02, 3.14)","(75.02, 3.14)"
emt-dlfr,0.1,,"(80.13, 0.36)","(80.06, 0.4)","(81.6, 0.4)","(81.61, 0.41)","(47.96, 1.15)","(43.0, 1.31)","(78.59, 0.52)","(75.68, 0.55)","(101.18, 1.68)","(78.62, 0.76)"
emt-dlfr,0.2,,"(77.94, 1.31)","(77.99, 1.3)","(79.06, 1.42)","(79.18, 1.4)","(41.89, 1.88)","(37.61, 1.58)","(90.6, 3.03)","(68.75, 0.23)","(113.63, 3.59)","(90.59, 3.27)"
